,Game,Watch time (hrs),Stream time (hrs),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Year,publisher,release_date_x,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,metascore,userscore,year,metascore_binned
890,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2013.0,Excellent
891,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,X360,Action,9.63,5.31,0.06,1.38,16.38,81.0,27.0,2022.0,Great
893,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2014.0,Excellent
894,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,X360,Action,9.63,5.31,0.06,1.38,16.38,79.0,37.0,2022.0,Good
895,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,79.0,2014.0,Excellent
896,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,X360,Action,9.63,5.31,0.06,1.38,16.38,96.0,78.0,2015.0,Excellent
897,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2013.0,Excellent
898,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PS4,Action,3.8,5.81,0.36,2.02,11.98,81.0,27.0,2022.0,Great
900,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2014.0,Excellent
901,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PS4,Action,3.8,5.81,0.36,2.02,11.98,79.0,37.0,2022.0,Good
902,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,79.0,2014.0,Excellent
903,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PS4,Action,3.8,5.81,0.36,2.02,11.98,96.0,78.0,2015.0,Excellent
904,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2013.0,Excellent
905,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,XOne,Action,2.66,2.01,0.0,0.41,5.08,81.0,27.0,2022.0,Great
907,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2014.0,Excellent
908,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,XOne,Action,2.66,2.01,0.0,0.41,5.08,79.0,37.0,2022.0,Good
909,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,79.0,2014.0,Excellent
910,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,XOne,Action,2.66,2.01,0.0,0.41,5.08,96.0,78.0,2015.0,Excellent
911,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2013.0,Excellent
912,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PC,Action,0.36,0.64,0.0,0.08,1.08,81.0,27.0,2022.0,Great
914,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2014.0,Excellent
915,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PC,Action,0.36,0.64,0.0,0.08,1.08,79.0,37.0,2022.0,Good
916,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,79.0,2014.0,Excellent
917,Grand Theft Auto V,1874989023.0,25465235.0,1154832,7043,1133175,214064,2907,73.63,2021,Rockstar Games,2021-12-01,PC,Action,0.36,0.64,0.0,0.08,1.08,96.0,78.0,2015.0,Excellent
996,Counter-Strike,767507400.0,14847674.0,1933313,4598,751423,87625,1695,51.69,2021,Valve,2000-11-09,XB,Shooter,0.85,0.23,0.0,0.04,1.11,74.0,76.0,2003.0,Good
997,Counter-Strike,767507400.0,14847674.0,1933313,4598,751423,87625,1695,51.69,2021,Valve,2000-11-09,XB,Shooter,0.85,0.23,0.0,0.04,1.11,88.0,92.0,2000.0,Great
998,Counter-Strike,767507400.0,14847674.0,1933313,4598,751423,87625,1695,51.69,2021,Sierra Studios,2000-11-08,XB,Shooter,0.85,0.23,0.0,0.04,1.11,74.0,76.0,2003.0,Good
999,Counter-Strike,767507400.0,14847674.0,1933313,4598,751423,87625,1695,51.69,2021,Sierra Studios,2000-11-08,XB,Shooter,0.85,0.23,0.0,0.04,1.11,88.0,92.0,2000.0,Great
1000,Counter-Strike,767507400.0,14847674.0,1933313,4598,751423,87625,1695,51.69,2021,Microsoft Game Studios,2003-11-18,XB,Shooter,0.85,0.23,0.0,0.04,1.11,74.0,76.0,2003.0,Good
1001,Counter-Strike,767507400.0,14847674.0,1933313,4598,751423,87625,1695,51.69,2021,Microsoft Game Studios,2003-11-18,XB,Shooter,0.85,0.23,0.0,0.04,1.11,88.0,92.0,2000.0,Great
1002,Counter-Strike,767507400.0,14847674.0,1933313,4598,751423,87625,1695,51.69,2021,Valve Corporation,2013-01-24,XB,Shooter,0.85,0.23,0.0,0.04,1.11,74.0,76.0,2003.0,Good
1003,Counter-Strike,767507400.0,14847674.0,1933313,4598,751423,87625,1695,51.69,2021,Valve Corporation,2013-01-24,XB,Shooter,0.85,0.23,0.0,0.04,1.11,88.0,92.0,2000.0,Great
1013,World of Warcraft,364258350.0,13759030.0,434559,8423,258300,41586,1570,26.47,2021,Blizzard Entertainment,2004-11-23,PC,Role-Playing,0.07,6.21,0.0,0.0,6.28,93.0,74.0,2004.0,Excellent
1029,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,78.0,2017.0,Great
1030,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,87.0,80.0,2016.0,Great
1031,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,85.0,83.0,2015.0,Great
1032,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,77.0,2015.0,Great
1033,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,78.0,2017.0,Great
1034,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,87.0,80.0,2016.0,Great
1035,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,85.0,83.0,2015.0,Great
1036,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,77.0,2015.0,Great
1037,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,78.0,2017.0,Great
1038,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,87.0,80.0,2016.0,Great
1039,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,85.0,83.0,2015.0,Great
1040,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,77.0,2015.0,Great
1041,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2016-07-05,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,78.0,2017.0,Great
1042,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2016-07-05,PS4,Sports,0.02,0.14,0.0,0.07,0.23,87.0,80.0,2016.0,Great
1043,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2016-07-05,PS4,Sports,0.02,0.14,0.0,0.07,0.23,85.0,83.0,2015.0,Great
1044,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2016-07-05,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,77.0,2015.0,Great
1045,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2016-07-05,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,78.0,2017.0,Great
1046,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2016-07-05,XOne,Sports,0.03,0.09,0.0,0.01,0.12,87.0,80.0,2016.0,Great
1047,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2016-07-05,XOne,Sports,0.03,0.09,0.0,0.01,0.12,85.0,83.0,2015.0,Great
1048,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2016-07-05,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,77.0,2015.0,Great
1049,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2016-07-05,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,78.0,2017.0,Great
1050,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2016-07-05,PC,Sports,0.01,0.01,0.0,0.0,0.02,87.0,80.0,2016.0,Great
1051,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2016-07-05,PC,Sports,0.01,0.01,0.0,0.0,0.02,85.0,83.0,2015.0,Great
1052,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2016-07-05,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,77.0,2015.0,Great
1053,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2018-01-16,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,78.0,2017.0,Great
1054,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2018-01-16,PS4,Sports,0.02,0.14,0.0,0.07,0.23,87.0,80.0,2016.0,Great
1055,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2018-01-16,PS4,Sports,0.02,0.14,0.0,0.07,0.23,85.0,83.0,2015.0,Great
1056,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2018-01-16,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,77.0,2015.0,Great
1057,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2018-01-16,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,78.0,2017.0,Great
1058,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2018-01-16,XOne,Sports,0.03,0.09,0.0,0.01,0.12,87.0,80.0,2016.0,Great
1059,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2018-01-16,XOne,Sports,0.03,0.09,0.0,0.01,0.12,85.0,83.0,2015.0,Great
1060,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2018-01-16,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,77.0,2015.0,Great
1061,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2018-01-16,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,78.0,2017.0,Great
1062,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2018-01-16,PC,Sports,0.01,0.01,0.0,0.0,0.02,87.0,80.0,2016.0,Great
1063,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2018-01-16,PC,Sports,0.01,0.01,0.0,0.0,0.02,85.0,83.0,2015.0,Great
1064,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,505 Games,2018-01-16,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,77.0,2015.0,Great
1065,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix Studios,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,78.0,2017.0,Great
1066,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix Studios,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,87.0,80.0,2016.0,Great
1067,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix Studios,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,85.0,83.0,2015.0,Great
1068,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix Studios,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,77.0,2015.0,Great
1069,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix Studios,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,78.0,2017.0,Great
1070,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix Studios,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,87.0,80.0,2016.0,Great
1071,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix Studios,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,85.0,83.0,2015.0,Great
1072,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix Studios,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,77.0,2015.0,Great
1073,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix Studios,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,78.0,2017.0,Great
1074,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix Studios,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,87.0,80.0,2016.0,Great
1075,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix Studios,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,85.0,83.0,2015.0,Great
1076,Rocket League,200119798.0,11983035.0,262428,3996,1120263,22847,1368,16.7,2021,Psyonix Studios,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,77.0,2015.0,Great
1107,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2016-05-24,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,73.0,60.0,2019.0,Good
1108,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2016-05-24,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,91.0,59.0,2016.0,Excellent
1109,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2016-05-24,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,91.0,64.0,2016.0,Excellent
1110,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2016-05-24,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,90.0,64.0,2016.0,Great
1111,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2016-05-24,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,73.0,60.0,2019.0,Good
1112,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2016-05-24,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,91.0,59.0,2016.0,Excellent
1113,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2016-05-24,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,91.0,64.0,2016.0,Excellent
1114,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2016-05-24,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,90.0,64.0,2016.0,Great
1115,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2016-05-24,PC,Shooter,0.22,0.18,0.0,0.04,0.43,73.0,60.0,2019.0,Good
1116,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2016-05-24,PC,Shooter,0.22,0.18,0.0,0.04,0.43,91.0,59.0,2016.0,Excellent
1117,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2016-05-24,PC,Shooter,0.22,0.18,0.0,0.04,0.43,91.0,64.0,2016.0,Excellent
1118,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2016-05-24,PC,Shooter,0.22,0.18,0.0,0.04,0.43,90.0,64.0,2016.0,Great
1119,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,73.0,60.0,2019.0,Good
1120,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,91.0,59.0,2016.0,Excellent
1121,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,91.0,64.0,2016.0,Excellent
1122,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,90.0,64.0,2016.0,Great
1123,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,73.0,60.0,2019.0,Good
1124,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,91.0,59.0,2016.0,Excellent
1125,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,91.0,64.0,2016.0,Excellent
1126,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,90.0,64.0,2016.0,Great
1127,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,73.0,60.0,2019.0,Good
1128,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,91.0,59.0,2016.0,Excellent
1129,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,91.0,64.0,2016.0,Excellent
1130,Overwatch,131348849.0,8181250.0,111132,2362,387396,14995,934,16.05,2021,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,90.0,64.0,2016.0,Great
1161,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,34.0,2011.0,Good
1162,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,72.74148256587704,54.0,2014.0,Good
1163,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,49.0,2016.0,Good
1164,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,76.0,53.0,2015.0,Good
1165,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,34.0,2011.0,Good
1166,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,72.74148256587704,54.0,2014.0,Good
1167,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,49.0,2016.0,Good
1168,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,76.0,53.0,2015.0,Good
1169,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,34.0,2011.0,Good
1170,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,72.74148256587704,54.0,2014.0,Good
1171,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,49.0,2016.0,Good
1172,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,76.0,53.0,2015.0,Good
1173,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,34.0,2011.0,Good
1174,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,72.74148256587704,54.0,2014.0,Good
1175,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,49.0,2016.0,Good
1176,World of Tanks,61208002.0,1892293.0,53950,672,53203,6988,216,32.35,2021,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,76.0,53.0,2015.0,Good
1198,Grand Theft Auto V,824227402.0,16894705.0,389147,6530,925013,93843,1923,48.79,2020,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2013.0,Excellent
1199,Grand Theft Auto V,824227402.0,16894705.0,389147,6530,925013,93843,1923,48.79,2020,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,81.0,27.0,2022.0,Great
1201,Grand Theft Auto V,824227402.0,16894705.0,389147,6530,925013,93843,1923,48.79,2020,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2014.0,Excellent
1202,Grand Theft Auto V,824227402.0,16894705.0,389147,6530,925013,93843,1923,48.79,2020,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,79.0,37.0,2022.0,Good
1203,Grand Theft Auto V,824227402.0,16894705.0,389147,6530,925013,93843,1923,48.79,2020,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,79.0,2014.0,Excellent
1204,Grand Theft Auto V,824227402.0,16894705.0,389147,6530,925013,93843,1923,48.79,2020,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,96.0,78.0,2015.0,Excellent
1205,Grand Theft Auto V,824227402.0,16894705.0,389147,6530,925013,93843,1923,48.79,2020,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2013.0,Excellent
1206,Grand Theft Auto V,824227402.0,16894705.0,389147,6530,925013,93843,1923,48.79,2020,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,81.0,27.0,2022.0,Great
1208,Grand Theft Auto V,824227402.0,16894705.0,389147,6530,925013,93843,1923,48.79,2020,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2014.0,Excellent
1209,Grand Theft Auto V,824227402.0,16894705.0,389147,6530,925013,93843,1923,48.79,2020,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,79.0,37.0,2022.0,Good
1210,Grand Theft Auto V,824227402.0,16894705.0,389147,6530,925013,93843,1923,48.79,2020,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,79.0,2014.0,Excellent
1211,Grand Theft Auto V,824227402.0,16894705.0,389147,6530,925013,93843,1923,48.79,2020,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,96.0,78.0,2015.0,Excellent
