,Game,Watch time (hrs),Stream time (hrs),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Year,publisher,release_date_x,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,metascore,userscore,year,metascore_binned
2360,Overwatch,301791389.0,11297888.0,461851,3111,707558,34455,1289,26.71,2018,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,73.0,60.0,2019.0,Good
2361,Overwatch,301791389.0,11297888.0,461851,3111,707558,34455,1289,26.71,2018,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,91.0,59.0,2016.0,Excellent
2362,Overwatch,301791389.0,11297888.0,461851,3111,707558,34455,1289,26.71,2018,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,91.0,64.0,2016.0,Excellent
2363,Overwatch,301791389.0,11297888.0,461851,3111,707558,34455,1289,26.71,2018,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,90.0,64.0,2016.0,Great
2364,Overwatch,301791389.0,11297888.0,461851,3111,707558,34455,1289,26.71,2018,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,73.0,60.0,2019.0,Good
2365,Overwatch,301791389.0,11297888.0,461851,3111,707558,34455,1289,26.71,2018,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,91.0,59.0,2016.0,Excellent
2366,Overwatch,301791389.0,11297888.0,461851,3111,707558,34455,1289,26.71,2018,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,91.0,64.0,2016.0,Excellent
2367,Overwatch,301791389.0,11297888.0,461851,3111,707558,34455,1289,26.71,2018,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,90.0,64.0,2016.0,Great
2368,Overwatch,301791389.0,11297888.0,461851,3111,707558,34455,1289,26.71,2018,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,73.0,60.0,2019.0,Good
2369,Overwatch,301791389.0,11297888.0,461851,3111,707558,34455,1289,26.71,2018,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,91.0,59.0,2016.0,Excellent
2370,Overwatch,301791389.0,11297888.0,461851,3111,707558,34455,1289,26.71,2018,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,91.0,64.0,2016.0,Excellent
2371,Overwatch,301791389.0,11297888.0,461851,3111,707558,34455,1289,26.71,2018,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,90.0,64.0,2016.0,Great
2372,World of Warcraft,260234955.0,9056769.0,590245,15619,286541,29710,1033,28.73,2018,Blizzard Entertainment,2004-11-23,PC,Role-Playing,0.07,6.21,0.0,0.0,6.28,93.0,74.0,2004.0,Excellent
2373,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2013.0,Excellent
2374,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,81.0,27.0,2022.0,Great
2376,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2014.0,Excellent
2377,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,79.0,37.0,2022.0,Good
2378,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,79.0,2014.0,Excellent
2379,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,96.0,78.0,2015.0,Excellent
2380,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2013.0,Excellent
2381,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,81.0,27.0,2022.0,Great
2383,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2014.0,Excellent
2384,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,79.0,37.0,2022.0,Good
2385,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,79.0,2014.0,Excellent
2386,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,96.0,78.0,2015.0,Excellent
2387,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2013.0,Excellent
2388,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,81.0,27.0,2022.0,Great
2390,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2014.0,Excellent
2391,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,79.0,37.0,2022.0,Good
2392,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,79.0,2014.0,Excellent
2393,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,96.0,78.0,2015.0,Excellent
2394,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2013.0,Excellent
2395,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,81.0,27.0,2022.0,Great
2397,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2014.0,Excellent
2398,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,79.0,37.0,2022.0,Good
2399,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,79.0,2014.0,Excellent
2400,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,96.0,78.0,2015.0,Excellent
2401,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2013.0,Excellent
2402,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,81.0,27.0,2022.0,Great
2404,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2014.0,Excellent
2405,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,79.0,37.0,2022.0,Good
2406,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,79.0,2014.0,Excellent
2407,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,96.0,78.0,2015.0,Excellent
2408,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2013.0,Excellent
2409,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,81.0,27.0,2022.0,Great
2411,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2014.0,Excellent
2412,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,79.0,37.0,2022.0,Good
2413,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,79.0,2014.0,Excellent
2414,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,96.0,78.0,2015.0,Excellent
2415,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2013.0,Excellent
2416,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,81.0,27.0,2022.0,Great
2418,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2014.0,Excellent
2419,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,79.0,37.0,2022.0,Good
2420,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,79.0,2014.0,Excellent
2421,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,96.0,78.0,2015.0,Excellent
2422,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2013.0,Excellent
2423,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,81.0,27.0,2022.0,Great
2425,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2014.0,Excellent
2426,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,79.0,37.0,2022.0,Good
2427,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,79.0,2014.0,Excellent
2428,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,96.0,78.0,2015.0,Excellent
2429,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2013.0,Excellent
2430,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,81.0,27.0,2022.0,Great
2432,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2014.0,Excellent
2433,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,79.0,37.0,2022.0,Good
2434,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,79.0,2014.0,Excellent
2435,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,96.0,78.0,2015.0,Excellent
2436,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2013.0,Excellent
2437,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,81.0,27.0,2022.0,Great
2439,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2014.0,Excellent
2440,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,79.0,37.0,2022.0,Good
2441,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,79.0,2014.0,Excellent
2442,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,96.0,78.0,2015.0,Excellent
2443,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2013.0,Excellent
2444,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,81.0,27.0,2022.0,Great
2446,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2014.0,Excellent
2447,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,79.0,37.0,2022.0,Good
2448,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,79.0,2014.0,Excellent
2449,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,96.0,78.0,2015.0,Excellent
2450,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2013.0,Excellent
2451,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,X360,Action,9.63,5.31,0.06,1.38,16.38,81.0,27.0,2022.0,Great
2453,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2014.0,Excellent
2454,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,X360,Action,9.63,5.31,0.06,1.38,16.38,79.0,37.0,2022.0,Good
2455,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,79.0,2014.0,Excellent
2456,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,X360,Action,9.63,5.31,0.06,1.38,16.38,96.0,78.0,2015.0,Excellent
2457,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2013.0,Excellent
2458,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PS4,Action,3.8,5.81,0.36,2.02,11.98,81.0,27.0,2022.0,Great
2460,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2014.0,Excellent
2461,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PS4,Action,3.8,5.81,0.36,2.02,11.98,79.0,37.0,2022.0,Good
2462,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,79.0,2014.0,Excellent
2463,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PS4,Action,3.8,5.81,0.36,2.02,11.98,96.0,78.0,2015.0,Excellent
2464,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2013.0,Excellent
2465,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,XOne,Action,2.66,2.01,0.0,0.41,5.08,81.0,27.0,2022.0,Great
2467,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2014.0,Excellent
2468,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,XOne,Action,2.66,2.01,0.0,0.41,5.08,79.0,37.0,2022.0,Good
2469,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,79.0,2014.0,Excellent
2470,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,XOne,Action,2.66,2.01,0.0,0.41,5.08,96.0,78.0,2015.0,Excellent
2471,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2013.0,Excellent
2472,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PC,Action,0.36,0.64,0.0,0.08,1.08,81.0,27.0,2022.0,Great
2474,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2014.0,Excellent
2475,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PC,Action,0.36,0.64,0.0,0.08,1.08,79.0,37.0,2022.0,Good
2476,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,79.0,2014.0,Excellent
2477,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2014-11-18,PC,Action,0.36,0.64,0.0,0.08,1.08,96.0,78.0,2015.0,Excellent
2478,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2013.0,Excellent
2479,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PS3,Action,7.01,9.27,0.97,4.14,21.4,81.0,27.0,2022.0,Great
2481,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2014.0,Excellent
2482,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PS3,Action,7.01,9.27,0.97,4.14,21.4,79.0,37.0,2022.0,Good
2483,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,79.0,2014.0,Excellent
2484,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PS3,Action,7.01,9.27,0.97,4.14,21.4,96.0,78.0,2015.0,Excellent
2485,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2013.0,Excellent
2486,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,X360,Action,9.63,5.31,0.06,1.38,16.38,81.0,27.0,2022.0,Great
2488,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2014.0,Excellent
2489,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,X360,Action,9.63,5.31,0.06,1.38,16.38,79.0,37.0,2022.0,Good
2490,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,79.0,2014.0,Excellent
2491,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,X360,Action,9.63,5.31,0.06,1.38,16.38,96.0,78.0,2015.0,Excellent
2492,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2013.0,Excellent
2493,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PS4,Action,3.8,5.81,0.36,2.02,11.98,81.0,27.0,2022.0,Great
2495,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2014.0,Excellent
2496,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PS4,Action,3.8,5.81,0.36,2.02,11.98,79.0,37.0,2022.0,Good
2497,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,79.0,2014.0,Excellent
2498,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PS4,Action,3.8,5.81,0.36,2.02,11.98,96.0,78.0,2015.0,Excellent
2499,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2013.0,Excellent
2500,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,XOne,Action,2.66,2.01,0.0,0.41,5.08,81.0,27.0,2022.0,Great
2502,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2014.0,Excellent
2503,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,XOne,Action,2.66,2.01,0.0,0.41,5.08,79.0,37.0,2022.0,Good
2504,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,79.0,2014.0,Excellent
2505,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,XOne,Action,2.66,2.01,0.0,0.41,5.08,96.0,78.0,2015.0,Excellent
2506,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2013.0,Excellent
2507,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PC,Action,0.36,0.64,0.0,0.08,1.08,81.0,27.0,2022.0,Great
2509,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2014.0,Excellent
